playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8471817,2022,Ryan Reaves,MIN,R,5on4,73,98.0,6.0,1.7,0.0,0.94,0.5,0.91,0.0,0.91,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,1632.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.12,0.12,0.12,0.12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.13,0.13,0.13,4.4,0.29,53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8480950,2022,Ilya Lyubushkin,BUF,D,5on4,68,84.0,4.0,-1.62,0.0,0.79,0.0,0.84,0.0,0.81,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1995.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.01,0.01,0.01,4.31,1.16,59.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8475625,2022,Matt Irwin,WSH,D,5on4,61,10.0,3.0,0.15,1.0,0.85,1.0,0.83,1.0,0.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.71,0.14,0.14,0.14,0.14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.18,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8480860,2022,Kevin Bahl,NJD,D,5on4,42,105.0,5.0,1.05,0.0,0.87,0.0,0.84,0.0,0.88,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1313.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,2.07,0.32,31.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0
8477952,2022,Robby Fabbri,DET,C,5on4,28,4393.0,66.0,6.81,0.86,0.85,0.84,0.87,0.82,0.83,116.0,9.77,1.89,0.8,1.92,0.3,5.32,2.77,1.88,1.89,1.88,4.0,1.0,11.0,2.0,3.0,16.0,8.0,3.0,0.0,0.0,1.0,0.0,5.0,4.0,8.0,10.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,2.0,3.0,0.27,0.28,1.34,0.0,1.0,2.0,16.0,13.0,13.0,0.0,0.22,0.0,0.0,2.11,2.11,2.1,66.0,44.0,0.0,3.0,19.0,11.0,9.0,11.0,35.0,2.0,0.0,3772.0,2.0,0.0,0.0,0.0,58.89,8.4,8.31,8.4,8.31,62.0,18.0,28.0,108.0,10.0,3.0,0.0,56.0,14.0,10.0,1.51,1.57,5.32,1.0,1.0,8.0,108.0,80.0,80.0,1.24,0.49,0.49,9.15,9.15,9.08,12.56,1.38,1.38,1.38,1.38,13.0,4.0,4.0,21.0,2.0,0.0,0.0,12.0,3.0,2.0,0.29,0.33,0.76,0.0,0.0,2.0,21.0,17.0,17.0,0.15,0.0,0.0,1.52,1.52,1.52,5.0,0.86,105.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8478047,2022,Michael Bunting,TOR,L,5on4,82,8874.0,161.0,55.97,0.79,0.9,0.84,0.88,0.81,0.87,399.0,27.12,4.13,2.89,5.44,1.0,15.11,8.44,3.69,4.13,3.69,2.0,1.0,28.0,9.0,6.0,43.0,9.0,6.0,4.0,1.0,3.0,0.0,11.0,13.0,22.0,31.0,4.0,8.0,0.0,2.0,1.0,1.0,23.0,8.0,6.0,0.57,0.95,2.6,0.0,2.0,4.0,43.0,37.0,37.0,0.0,0.77,0.4,0.97,3.93,3.93,3.86,161.0,58.0,2.0,8.0,93.0,22.0,16.0,37.0,86.0,0.0,0.0,14425.0,8.0,0.0,0.0,0.0,117.54,12.67,11.83,12.67,11.83,119.0,45.0,65.0,229.0,17.0,12.0,3.0,122.0,28.0,14.0,3.38,3.39,5.89,2.0,7.0,8.0,229.0,164.0,164.0,2.73,2.27,2.27,13.13,13.13,12.8,29.56,3.41,3.19,3.41,3.19,35.0,3.0,5.0,43.0,5.0,4.0,1.0,22.0,12.0,4.0,0.59,1.67,1.15,1.0,3.0,1.0,43.0,38.0,38.0,0.4,0.79,0.79,3.02,3.02,2.95,36.4,4.13,446.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
8480113,2022,Alex Iafallo,LAK,L,5on4,59,5620.0,114.0,34.37,0.94,0.87,0.9,0.86,0.88,0.85,286.0,20.54,4.44,1.85,3.96,0.67,10.42,5.66,4.26,4.44,4.26,0.0,1.0,20.0,7.0,5.0,32.0,8.0,7.0,3.0,2.0,0.0,0.0,11.0,6.0,13.0,20.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,7.0,6.0,0.47,1.02,2.95,1.0,2.0,4.0,32.0,27.0,27.0,0.0,0.49,0.62,1.45,3.49,3.49,3.4,114.0,48.0,1.0,14.0,51.0,20.0,11.0,19.0,64.0,0.0,0.0,9013.0,0.0,4.0,2.0,10.0,86.93,13.63,12.68,13.63,12.68,91.0,28.0,37.0,156.0,15.0,10.0,3.0,70.0,33.0,16.0,1.49,4.37,7.77,2.0,4.0,9.0,156.0,119.0,119.0,2.05,3.39,3.39,12.29,12.29,11.65,12.06,0.8,0.8,0.8,0.8,13.0,4.0,1.0,18.0,2.0,0.0,0.0,15.0,1.0,1.0,0.45,0.14,0.22,1.0,0.0,1.0,18.0,17.0,17.0,0.12,0.0,0.0,0.92,0.92,0.92,17.24,2.67,234.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8473604,2022,Jonathan Toews,CHI,C,5on4,53,8435.0,106.0,17.27,0.81,0.81,0.84,0.8,0.83,0.78,171.0,26.98,5.97,2.81,4.98,0.83,14.61,6.8,5.56,5.97,5.56,2.0,0.0,27.0,9.0,1.0,37.0,11.0,9.0,0.0,1.0,6.0,0.0,8.0,13.0,18.0,27.0,0.0,0.0,109.0,0.0,1.0,8.0,17.0,9.0,10.0,0.53,1.01,4.43,0.0,2.0,7.0,37.0,36.0,36.0,0.0,0.78,0.0,0.79,5.96,5.96,5.54,106.0,71.0,0.0,10.0,25.0,13.0,5.0,22.0,66.0,109.0,28.0,5420.0,0.0,0.0,0.0,4.0,134.95,17.6,16.58,17.6,16.58,146.0,40.0,54.0,240.0,17.0,9.0,2.0,134.0,27.0,25.0,4.02,3.16,10.42,2.0,3.0,12.0,240.0,186.0,186.0,3.2,1.48,1.48,19.3,19.3,18.27,29.64,4.07,4.0,4.07,4.0,26.0,12.0,7.0,45.0,6.0,3.0,1.0,19.0,13.0,6.0,0.64,1.74,1.69,0.0,4.0,2.0,45.0,38.0,38.0,0.35,0.94,0.94,3.47,3.47,3.47,8.33,1.99,112.0,28.0,0.0,0.04,0.0,3.0,0.0,1.0
8473446,2022,Erik Johnson,COL,D,5on4,63,67.0,3.0,0.12,0.0,0.87,0.0,0.86,0.0,0.84,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2563.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.69,73.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
8478891,2022,Mason Appleton,WPG,C,5on4,41,326.0,16.0,9.32,0.86,0.92,0.67,0.91,0.67,0.9,116.0,0.62,0.14,0.06,0.1,0.04,0.46,0.21,0.14,0.14,0.14,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.15,0.15,0.15,16.0,8.0,0.0,0.0,8.0,2.0,0.0,6.0,8.0,0.0,2.0,5377.0,0.0,0.0,0.0,3.0,1.28,0.14,0.14,0.14,0.14,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01,0.14,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.04,0.0,0.0,0.18,0.18,0.18,0.75,0.02,0.02,0.02,0.02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.03,0.03,0.03,5.26,0.47,122.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
